nombre,apellido,ciudad,becado,tipo_universidad,categoria_gasto,gasto_categoria
Natalio Goñi,Mancebo,Catarama,0,Pública,Educación,38.26
Natalio Goñi,Mancebo,Catarama,0,Pública,Ocio y personales,80.37
Natalio Goñi,Mancebo,Catarama,0,Pública,Otros,32.06
Toribio de,Pinto,Otavalo,0,Pública,Vivienda,60.31
Toribio de,Pinto,Otavalo,0,Pública,Alimentación,70.02
Toribio de,Pinto,Otavalo,0,Pública,Transporte,41.58
Toribio de,Pinto,Otavalo,0,Pública,Educación,51.19
Toribio de,Pinto,Otavalo,0,Pública,Ocio y personales,38.44
Toribio de,Pinto,Otavalo,0,Pública,Otros,10.59
Leonardo Manuel Arias,Rojas, Riobamba,0,Privada,Vivienda,170.97
Leonardo Manuel Arias,Rojas, Riobamba,0,Privada,Alimentación,148.72
Leonardo Manuel Arias,Rojas, Riobamba,0,Privada,Transporte,71.35
Leonardo Manuel Arias,Rojas, Riobamba,0,Privada,Educación,35.93
Leonardo Manuel Arias,Rojas, Riobamba,0,Privada,Ocio y personales,138.13
Leonardo Manuel Arias,Rojas, Riobamba,0,Privada,Otros,63.56
Angie Andrea,Padilla, Jujan,0,Privada,Vivienda,153.93
Angie Andrea,Padilla, Jujan,0,Privada,Alimentación,99.04
Angie Andrea,Padilla, Jujan,0,Privada,Transporte,48.4
Angie Andrea,Padilla, Jujan,0,Privada,Educación,32.73
Angie Andrea,Padilla, Jujan,0,Privada,Ocio y personales,28.38
Angie Andrea,Padilla, Jujan,0,Privada,Otros,61.25
Juan,Jimínez, Buena Fe,0,Privada,Vivienda,114.83
Juan,Jimínez, Buena Fe,0,Privada,Alimentación,135.48
Juan,Jimínez, Buena Fe,0,Privada,Transporte,50.23
Juan,Jimínez, Buena Fe,0,Privada,Educación,45.13
Juan,Jimínez, Buena Fe,0,Privada,Ocio y personales,49.2
Juan,Jimínez, Buena Fe,0,Privada,Otros,14.4
Anabel Estela Aparicio,Mata,Atuntaqui,0,Pública,Vivienda,281.56
Anabel Estela Aparicio,Mata,Atuntaqui,0,Pública,Alimentación,143.75
Anabel Estela Aparicio,Mata,Atuntaqui,0,Pública,Transporte,62.93
Anabel Estela Aparicio,Mata,Atuntaqui,0,Pública,Educación,79.65
Anabel Estela Aparicio,Mata,Atuntaqui,0,Pública,Ocio y personales,74.37
Anabel Estela Aparicio,Mata,Atuntaqui,0,Pública,Otros,56.63
Bautista Ian Ezequiel Ortiz,Vera, Pedernales,0,Pública,Vivienda,89.24
Bautista Ian Ezequiel Ortiz,Vera, Pedernales,0,Pública,Alimentación,40.21
Bautista Ian Ezequiel Ortiz,Vera, Pedernales,0,Pública,Transporte,31.71
Bautista Ian Ezequiel Ortiz,Vera, Pedernales,0,Pública,Educación,18.9
Bautista Ian Ezequiel Ortiz,Vera, Pedernales,0,Pública,Ocio y personales,47.25
Bautista Ian Ezequiel Ortiz,Vera, Pedernales,0,Pública,Otros,22.4
Leonardo,Reynoso, Quevedo,0,Pública,Vivienda,134.14
Leonardo,Reynoso, Quevedo,0,Pública,Alimentación,91.1
Leonardo,Reynoso, Quevedo,0,Pública,Transporte,70.11
Leonardo,Reynoso, Quevedo,0,Pública,Educación,35.95
Leonardo,Reynoso, Quevedo,0,Pública,Ocio y personales,42.66
Leonardo,Reynoso, Quevedo,0,Pública,Otros,32.86
Clara Fernando Valentín,Tijerina, Santa Isabel,0,Pública,Vivienda,102.61
Clara Fernando Valentín,Tijerina, Santa Isabel,0,Pública,Alimentación,151.07
Clara Fernando Valentín,Tijerina, Santa Isabel,0,Pública,Transporte,36.32
Clara Fernando Valentín,Tijerina, Santa Isabel,0,Pública,Educación,16.19
Clara Fernando Valentín,Tijerina, Santa Isabel,0,Pública,Ocio y personales,43.93
Clara Fernando Valentín,Tijerina, Santa Isabel,0,Pública,Otros,17.6
Efrain Castillo,Torres,Quinsaloma,0,Pública,Vivienda,57.81
Efrain Castillo,Torres,Quinsaloma,0,Pública,Alimentación,62.81
Efrain Castillo,Torres,Quinsaloma,0,Pública,Transporte,97.07
Efrain Castillo,Torres,Quinsaloma,0,Pública,Educación,21.91
Efrain Castillo,Torres,Quinsaloma,0,Pública,Ocio y personales,18.41
Efrain Castillo,Torres,Quinsaloma,0,Pública,Otros,61.0
Lic. Aurora,Arreola, Balsas,0,Privada,Vivienda,78.51
Lic. Aurora,Arreola, Balsas,0,Privada,Alimentación,168.42
Lic. Aurora,Arreola, Balsas,0,Privada,Transporte,44.53
Lic. Aurora,Arreola, Balsas,0,Privada,Educación,63.4
Lic. Aurora,Arreola, Balsas,0,Privada,Ocio y personales,36.46
Lic. Aurora,Arreola, Balsas,0,Privada,Otros,31.82
Mauricio Cuesta,Roca,Machachi,0,Pública,Vivienda,144.93
Mauricio Cuesta,Roca,Machachi,0,Pública,Alimentación,116.66
Mauricio Cuesta,Roca,Machachi,0,Pública,Transporte,79.35
Mauricio Cuesta,Roca,Machachi,0,Pública,Educación,58.15
Mauricio Cuesta,Roca,Machachi,0,Pública,Ocio y personales,61.68
Mauricio Cuesta,Roca,Machachi,0,Pública,Otros,38.79
Francisca Solé,Ángel, Marcabelí,0,Pública,Vivienda,168.8
Francisca Solé,Ángel, Marcabelí,0,Pública,Alimentación,163.01
Francisca Solé,Ángel, Marcabelí,0,Pública,Transporte,161.59
Francisca Solé,Ángel, Marcabelí,0,Pública,Educación,46.03
Francisca Solé,Ángel, Marcabelí,0,Pública,Ocio y personales,86.36
Francisca Solé,Ángel, Marcabelí,0,Pública,Otros,85.36
Ruth,González, Atacames,0,Pública,Vivienda,89.94
Ruth,González, Atacames,0,Pública,Alimentación,84.25
Ruth,González, Atacames,0,Pública,Transporte,26.36
Ruth,González, Atacames,0,Pública,Educación,28.75
Ruth,González, Atacames,0,Pública,Ocio y personales,27.89
Ruth,González, Atacames,0,Pública,Otros,18.0
Luis Óscar,Cárdenas,Saquisilí,0,Pública,Vivienda,89.8
Luis Óscar,Cárdenas,Saquisilí,0,Pública,Alimentación,50.29
Luis Óscar,Cárdenas,Saquisilí,0,Pública,Transporte,34.92
Luis Óscar,Cárdenas,Saquisilí,0,Pública,Educación,8.87
Luis Óscar,Cárdenas,Saquisilí,0,Pública,Ocio y personales,45.48
Luis Óscar,Cárdenas,Saquisilí,0,Pública,Otros,23.92
Johana López,Pineda, Daule,0,Privada,Vivienda,120.48
Johana López,Pineda, Daule,0,Privada,Alimentación,92.89
Johana López,Pineda, Daule,0,Privada,Transporte,72.65
Johana López,Pineda, Daule,0,Privada,Educación,61.98
Johana López,Pineda, Daule,0,Privada,Ocio y personales,86.68
Johana López,Pineda, Daule,0,Privada,Otros,44.67
José Luis Cynthia,Tirado, Muisne,0,Pública,Vivienda,65.13
José Luis Cynthia,Tirado, Muisne,0,Pública,Alimentación,68.19
José Luis Cynthia,Tirado, Muisne,0,Pública,Transporte,40.57
José Luis Cynthia,Tirado, Muisne,0,Pública,Educación,21.18
José Luis Cynthia,Tirado, Muisne,0,Pública,Ocio y personales,32.76
José Luis Cynthia,Tirado, Muisne,0,Pública,Otros,22.48
Etelvina Laura Aliaga,Caparrós, La Maná,0,Pública,Vivienda,181.28
Etelvina Laura Aliaga,Caparrós, La Maná,0,Pública,Alimentación,133.15
Etelvina Laura Aliaga,Caparrós, La Maná,0,Pública,Transporte,111.38
Etelvina Laura Aliaga,Caparrós, La Maná,0,Pública,Educación,37.33
Etelvina Laura Aliaga,Caparrós, La Maná,0,Pública,Ocio y personales,43.24
Etelvina Laura Aliaga,Caparrós, La Maná,0,Pública,Otros,53.79
David,Moreno, Jipijapa,1,Privada,Vivienda,257.83
David,Moreno, Jipijapa,1,Privada,Alimentación,200.97
David,Moreno, Jipijapa,1,Privada,Transporte,125.97
David,Moreno, Jipijapa,1,Privada,Educación,25.81
David,Moreno, Jipijapa,1,Privada,Ocio y personales,108.12
David,Moreno, Jipijapa,1,Privada,Otros,106.02
Pío Torre,Bayón, Guayaquil,0,Privada,Vivienda,274.7
Pío Torre,Bayón, Guayaquil,0,Privada,Alimentación,230.43
Pío Torre,Bayón, Guayaquil,0,Privada,Transporte,119.9
Pío Torre,Bayón, Guayaquil,0,Privada,Educación,81.06
Pío Torre,Bayón, Guayaquil,0,Privada,Ocio y personales,83.01
Pío Torre,Bayón, Guayaquil,0,Privada,Otros,68.16
Victoria Martín,Ulloa, Cañar,0,Privada,Vivienda,33.97
Victoria Martín,Ulloa, Cañar,0,Privada,Alimentación,52.79
Victoria Martín,Ulloa, Cañar,0,Privada,Transporte,16.17
Victoria Martín,Ulloa, Cañar,0,Privada,Educación,19.82
Victoria Martín,Ulloa, Cañar,0,Privada,Ocio y personales,27.44
Victoria Martín,Ulloa, Cañar,0,Privada,Otros,16.24
Óliver Samuel Piña,Galarza, Lomas de Sargentillo,1,Privada,Vivienda,344.93
Óliver Samuel Piña,Galarza, Lomas de Sargentillo,1,Privada,Alimentación,96.95
Óliver Samuel Piña,Galarza, Lomas de Sargentillo,1,Privada,Transporte,86.78
Óliver Samuel Piña,Galarza, Lomas de Sargentillo,1,Privada,Educación,110.3
Óliver Samuel Piña,Galarza, Lomas de Sargentillo,1,Privada,Ocio y personales,47.94
Óliver Samuel Piña,Galarza, Lomas de Sargentillo,1,Privada,Otros,35.12
Leonor Yuridia Niño,Quezada,San Vicente,0,Pública,Vivienda,116.12
Leonor Yuridia Niño,Quezada,San Vicente,0,Pública,Alimentación,57.55
Leonor Yuridia Niño,Quezada,San Vicente,0,Pública,Transporte,51.35
Leonor Yuridia Niño,Quezada,San Vicente,0,Pública,Educación,39.74
Leonor Yuridia Niño,Quezada,San Vicente,0,Pública,Ocio y personales,42.09
Leonor Yuridia Niño,Quezada,San Vicente,0,Pública,Otros,28.9
Valentina Rodriguez,Gonzalez, Huaca,0,Pública,Vivienda,73.85
Valentina Rodriguez,Gonzalez, Huaca,0,Pública,Alimentación,76.66
Valentina Rodriguez,Gonzalez, Huaca,0,Pública,Transporte,37.55
Valentina Rodriguez,Gonzalez, Huaca,0,Pública,Educación,25.12
Valentina Rodriguez,Gonzalez, Huaca,0,Pública,Ocio y personales,46.09
Valentina Rodriguez,Gonzalez, Huaca,0,Pública,Otros,11.17
Dr. Abraham,Batista, San Miguel de Los Bancos,0,Pública,Vivienda,98.02
Dr. Abraham,Batista, San Miguel de Los Bancos,0,Pública,Alimentación,181.73
Dr. Abraham,Batista, San Miguel de Los Bancos,0,Pública,Transporte,94.95
Dr. Abraham,Batista, San Miguel de Los Bancos,0,Pública,Educación,96.89
Dr. Abraham,Batista, San Miguel de Los Bancos,0,Pública,Ocio y personales,51.68
Dr. Abraham,Batista, San Miguel de Los Bancos,0,Pública,Otros,43.7
Anastasio de,Murillo, San Miguel de Los Bancos,0,Pública,Vivienda,110.56
Anastasio de,Murillo, San Miguel de Los Bancos,0,Pública,Alimentación,76.57
Anastasio de,Murillo, San Miguel de Los Bancos,0,Pública,Transporte,38.61
Anastasio de,Murillo, San Miguel de Los Bancos,0,Pública,Educación,47.77
Anastasio de,Murillo, San Miguel de Los Bancos,0,Pública,Ocio y personales,23.54
Anastasio de,Murillo, San Miguel de Los Bancos,0,Pública,Otros,15.97
Cándida,Lopez,Salitre,0,Privada,Vivienda,192.82
Cándida,Lopez,Salitre,0,Privada,Alimentación,208.53
Cándida,Lopez,Salitre,0,Privada,Transporte,80.95
Cándida,Lopez,Salitre,0,Privada,Educación,47.83
Cándida,Lopez,Salitre,0,Privada,Ocio y personales,71.88
Cándida,Lopez,Salitre,0,Privada,Otros,59.42
Juan Pablo Lisandro,Cruz,Ibarra,0,Pública,Vivienda,80.63
Juan Pablo Lisandro,Cruz,Ibarra,0,Pública,Alimentación,94.92
Juan Pablo Lisandro,Cruz,Ibarra,0,Pública,Transporte,61.37
Juan Pablo Lisandro,Cruz,Ibarra,0,Pública,Educación,26.57
Juan Pablo Lisandro,Cruz,Ibarra,0,Pública,Ocio y personales,66.2
Juan Pablo Lisandro,Cruz,Ibarra,0,Pública,Otros,22.88
Martín Micaela,Lopez, Tulcán,0,Pública,Vivienda,126.69
Martín Micaela,Lopez, Tulcán,0,Pública,Alimentación,89.62
Martín Micaela,Lopez, Tulcán,0,Pública,Transporte,53.98
Martín Micaela,Lopez, Tulcán,0,Pública,Educación,14.93
Martín Micaela,Lopez, Tulcán,0,Pública,Ocio y personales,24.31
Martín Micaela,Lopez, Tulcán,0,Pública,Otros,21.73
Felicidad Roda,Reig, Marcabelí,1,Privada,Vivienda,292.66
Felicidad Roda,Reig, Marcabelí,1,Privada,Alimentación,206.47
Felicidad Roda,Reig, Marcabelí,1,Privada,Transporte,101.13
Felicidad Roda,Reig, Marcabelí,1,Privada,Educación,93.61
Felicidad Roda,Reig, Marcabelí,1,Privada,Ocio y personales,129.36
Felicidad Roda,Reig, Marcabelí,1,Privada,Otros,57.67
Felicitas Velazquez,Gomez, Bahía de Caráquez,0,Pública,Vivienda,54.36
Felicitas Velazquez,Gomez, Bahía de Caráquez,0,Pública,Alimentación,43.84
Felicitas Velazquez,Gomez, Bahía de Caráquez,0,Pública,Transporte,24.81
Felicitas Velazquez,Gomez, Bahía de Caráquez,0,Pública,Educación,11.69
Felicitas Velazquez,Gomez, Bahía de Caráquez,0,Pública,Ocio y personales,14.21
Felicitas Velazquez,Gomez, Bahía de Caráquez,0,Pública,Otros,17.19
Juan Santino Lopez,Rojas, Jujan,1,Privada,Vivienda,209.36
Juan Santino Lopez,Rojas, Jujan,1,Privada,Alimentación,125.79
Juan Santino Lopez,Rojas, Jujan,1,Privada,Transporte,72.06
Juan Santino Lopez,Rojas, Jujan,1,Privada,Educación,21.55
Juan Santino Lopez,Rojas, Jujan,1,Privada,Ocio y personales,26.45
Juan Santino Lopez,Rojas, Jujan,1,Privada,Otros,74.13
Dulce,Leiva, Píllaro,0,Pública,Vivienda,108.79
Dulce,Leiva, Píllaro,0,Pública,Alimentación,191.15
Dulce,Leiva, Píllaro,0,Pública,Transporte,52.3
Dulce,Leiva, Píllaro,0,Pública,Educación,19.86
Dulce,Leiva, Píllaro,0,Pública,Ocio y personales,52.37
Dulce,Leiva, Píllaro,0,Pública,Otros,46.68
Francisca Bautista,Cordoba, Cotacachi,0,Pública,Vivienda,160.88
Francisca Bautista,Cordoba, Cotacachi,0,Pública,Alimentación,143.36
Francisca Bautista,Cordoba, Cotacachi,0,Pública,Transporte,47.68
Francisca Bautista,Cordoba, Cotacachi,0,Pública,Educación,73.93
Francisca Bautista,Cordoba, Cotacachi,0,Pública,Ocio y personales,87.68
Francisca Bautista,Cordoba, Cotacachi,0,Pública,Otros,64.75
Máximo Alcolea,Bueno, Velasco Ibarra,0,Pública,Vivienda,98.07
Máximo Alcolea,Bueno, Velasco Ibarra,0,Pública,Alimentación,69.6
Máximo Alcolea,Bueno, Velasco Ibarra,0,Pública,Transporte,38.72
Máximo Alcolea,Bueno, Velasco Ibarra,0,Pública,Educación,14.09
Máximo Alcolea,Bueno, Velasco Ibarra,0,Pública,Ocio y personales,28.99
Máximo Alcolea,Bueno, Velasco Ibarra,0,Pública,Otros,5.62
Lorenzo Mercedes,Rosales, Muisne,0,Pública,Vivienda,79.35
Lorenzo Mercedes,Rosales, Muisne,0,Pública,Alimentación,108.04
Lorenzo Mercedes,Rosales, Muisne,0,Pública,Transporte,54.88
Lorenzo Mercedes,Rosales, Muisne,0,Pública,Educación,42.6
Lorenzo Mercedes,Rosales, Muisne,0,Pública,Ocio y personales,61.43
Lorenzo Mercedes,Rosales, Muisne,0,Pública,Otros,36.83
Ana María de,Anda,Pasaje,0,Pública,Vivienda,126.44
Ana María de,Anda,Pasaje,0,Pública,Alimentación,95.69
Ana María de,Anda,Pasaje,0,Pública,Transporte,44.27
Ana María de,Anda,Pasaje,0,Pública,Educación,21.3
Ana María de,Anda,Pasaje,0,Pública,Ocio y personales,37.42
Ana María de,Anda,Pasaje,0,Pública,Otros,28.83
Lucas Ezequiel Perez,Vargas,Atuntaqui,0,Pública,Vivienda,173.43
Lucas Ezequiel Perez,Vargas,Atuntaqui,0,Pública,Alimentación,178.37
Lucas Ezequiel Perez,Vargas,Atuntaqui,0,Pública,Transporte,79.57
Lucas Ezequiel Perez,Vargas,Atuntaqui,0,Pública,Educación,68.61
Lucas Ezequiel Perez,Vargas,Atuntaqui,0,Pública,Ocio y personales,36.15
Lucas Ezequiel Perez,Vargas,Atuntaqui,0,Pública,Otros,48.91
Ciro Gino Toledo,Castro, Urcuquí,0,Pública,Vivienda,73.35
Ciro Gino Toledo,Castro, Urcuquí,0,Pública,Alimentación,81.01
Ciro Gino Toledo,Castro, Urcuquí,0,Pública,Transporte,31.54
Ciro Gino Toledo,Castro, Urcuquí,0,Pública,Educación,19.83
Ciro Gino Toledo,Castro, Urcuquí,0,Pública,Ocio y personales,35.39
Ciro Gino Toledo,Castro, Urcuquí,0,Pública,Otros,9.58
Santiago Delfina,Rodriguez, Flavio Alfaro,0,Pública,Vivienda,241.74
Santiago Delfina,Rodriguez, Flavio Alfaro,0,Pública,Alimentación,135.47
Santiago Delfina,Rodriguez, Flavio Alfaro,0,Pública,Transporte,196.89
Santiago Delfina,Rodriguez, Flavio Alfaro,0,Pública,Educación,61.05
Santiago Delfina,Rodriguez, Flavio Alfaro,0,Pública,Ocio y personales,52.13
Santiago Delfina,Rodriguez, Flavio Alfaro,0,Pública,Otros,44.71
Amparo Ayllón,Tapia, Atacames,0,Pública,Vivienda,138.73
Amparo Ayllón,Tapia, Atacames,0,Pública,Alimentación,124.11
Amparo Ayllón,Tapia, Atacames,0,Pública,Transporte,96.33
Amparo Ayllón,Tapia, Atacames,0,Pública,Educación,31.77
Amparo Ayllón,Tapia, Atacames,0,Pública,Ocio y personales,67.25
Amparo Ayllón,Tapia, Atacames,0,Pública,Otros,13.11
Nancy Blanco,Escamilla, Balao,0,Pública,Vivienda,93.66
Nancy Blanco,Escamilla, Balao,0,Pública,Alimentación,67.58
Nancy Blanco,Escamilla, Balao,0,Pública,Transporte,44.56
Nancy Blanco,Escamilla, Balao,0,Pública,Educación,51.68
Nancy Blanco,Escamilla, Balao,0,Pública,Ocio y personales,36.87
Nancy Blanco,Escamilla, Balao,0,Pública,Otros,24.66
Anabel Nereida Gutierrez,Quintanilla, Bahía de Caráquez,0,Pública,Vivienda,79.57
Anabel Nereida Gutierrez,Quintanilla, Bahía de Caráquez,0,Pública,Alimentación,69.96
Anabel Nereida Gutierrez,Quintanilla, Bahía de Caráquez,0,Pública,Transporte,31.75
Anabel Nereida Gutierrez,Quintanilla, Bahía de Caráquez,0,Pública,Educación,14.94
Anabel Nereida Gutierrez,Quintanilla, Bahía de Caráquez,0,Pública,Ocio y personales,50.79
Anabel Nereida Gutierrez,Quintanilla, Bahía de Caráquez,0,Pública,Otros,15.49
Delia,Ariño-Bilbao,Simón Bolívar,0,Pública,Vivienda,69.69
Delia,Ariño-Bilbao,Simón Bolívar,0,Pública,Alimentación,59.3
Delia,Ariño-Bilbao,Simón Bolívar,0,Pública,Transporte,44.58
Delia,Ariño-Bilbao,Simón Bolívar,0,Pública,Educación,11.91
Delia,Ariño-Bilbao,Simón Bolívar,0,Pública,Ocio y personales,58.54
Delia,Ariño-Bilbao,Simón Bolívar,0,Pública,Otros,16.11
Dr(a). Lucas Benjamin,Diaz, Catamayo,0,Pública,Vivienda,88.12
Dr(a). Lucas Benjamin,Diaz, Catamayo,0,Pública,Alimentación,44.61
Dr(a). Lucas Benjamin,Diaz, Catamayo,0,Pública,Transporte,39.6
Dr(a). Lucas Benjamin,Diaz, Catamayo,0,Pública,Educación,48.86
Dr(a). Lucas Benjamin,Diaz, Catamayo,0,Pública,Ocio y personales,52.88
Dr(a). Lucas Benjamin,Diaz, Catamayo,0,Pública,Otros,25.19
Marcela Patricia Jaimes,Cruz, Píllaro,1,Privada,Vivienda,210.95
Marcela Patricia Jaimes,Cruz, Píllaro,1,Privada,Alimentación,293.15
Marcela Patricia Jaimes,Cruz, Píllaro,1,Privada,Transporte,67.74
Marcela Patricia Jaimes,Cruz, Píllaro,1,Privada,Educación,55.9
Marcela Patricia Jaimes,Cruz, Píllaro,1,Privada,Ocio y personales,98.45
Marcela Patricia Jaimes,Cruz, Píllaro,1,Privada,Otros,27.34
Jenaro Cabo,Beltrán, Guano,0,Pública,Vivienda,43.23
Jenaro Cabo,Beltrán, Guano,0,Pública,Alimentación,49.69
Jenaro Cabo,Beltrán, Guano,0,Pública,Transporte,18.7
Jenaro Cabo,Beltrán, Guano,0,Pública,Educación,21.95
Jenaro Cabo,Beltrán, Guano,0,Pública,Ocio y personales,42.22
Jenaro Cabo,Beltrán, Guano,0,Pública,Otros,14.83
Mtro. César,Montes, Santa Lucía,1,Privada,Vivienda,366.21
Mtro. César,Montes, Santa Lucía,1,Privada,Alimentación,343.45
Mtro. César,Montes, Santa Lucía,1,Privada,Transporte,127.87
Mtro. César,Montes, Santa Lucía,1,Privada,Educación,133.34
Mtro. César,Montes, Santa Lucía,1,Privada,Ocio y personales,98.44
Mtro. César,Montes, Santa Lucía,1,Privada,Otros,88.67
Gil del,Cruz, Cariamanga,0,Pública,Vivienda,112.59
Gil del,Cruz, Cariamanga,0,Pública,Alimentación,60.06
Gil del,Cruz, Cariamanga,0,Pública,Transporte,17.79
Gil del,Cruz, Cariamanga,0,Pública,Educación,19.24
Gil del,Cruz, Cariamanga,0,Pública,Ocio y personales,52.33
Gil del,Cruz, Cariamanga,0,Pública,Otros,13.44
Dr(a). Tomas,Olivera,Pasaje,0,Pública,Vivienda,203.0
Dr(a). Tomas,Olivera,Pasaje,0,Pública,Alimentación,103.5
Dr(a). Tomas,Olivera,Pasaje,0,Pública,Transporte,72.6
Dr(a). Tomas,Olivera,Pasaje,0,Pública,Educación,50.94
Dr(a). Tomas,Olivera,Pasaje,0,Pública,Ocio y personales,40.65
Dr(a). Tomas,Olivera,Pasaje,0,Pública,Otros,36.49
Emperatriz de,Cañizares,Guaranda,0,Pública,Vivienda,73.89
Emperatriz de,Cañizares,Guaranda,0,Pública,Alimentación,83.14
Emperatriz de,Cañizares,Guaranda,0,Pública,Transporte,52.18
Emperatriz de,Cañizares,Guaranda,0,Pública,Educación,11.12
Emperatriz de,Cañizares,Guaranda,0,Pública,Ocio y personales,29.37
Emperatriz de,Cañizares,Guaranda,0,Pública,Otros,31.68
Hilda Astrid,Sánchez, Palenque,0,Pública,Vivienda,117.47
Hilda Astrid,Sánchez, Palenque,0,Pública,Alimentación,145.34
Hilda Astrid,Sánchez, Palenque,0,Pública,Transporte,91.76
Hilda Astrid,Sánchez, Palenque,0,Pública,Educación,56.15
Hilda Astrid,Sánchez, Palenque,0,Pública,Ocio y personales,80.52
Hilda Astrid,Sánchez, Palenque,0,Pública,Otros,16.29
